"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300"
"1",1,0.768378167480219,0.678241497833501,0.282049745687746,0.556505844376206,0.671867752414391,0.636374738707976,0.764946205441846,0.652393324808177,0.638344939137412,0.1891392412259,0.754374589043301,0.621150462662331,0.64307342016806,0.667807013251447,0.72848160878413,0.778322988695469,0.677523781962777,0.730765250190977,0.65987011397842,0.653121442358186,0.711597637071214,0.66198734429065,0.640561414620528,0.629093563207885,0.671703401202939,0.724589769203448,0.760390868441963,0.77872171973476,0.628001386882871,0.638344939137412,0.645509304335363,0.194870733384261,0.650729056122442,0.619353498932353,0.657688725171879,0.645337763196821,0.65987011397842,0.721093357173744,0.633329883498847,0.648259496137157,0.669868146008396,0.645944283650953,0.658703676908256,0.238640527015491,0.692540606334834,0.652393324808177,0.64307342016806,0.64307342016806,0.780199370056837,0.1891392412259,0,0,0.255187865146056,0.748404411402483,0.192469157444666,0.181512658918404,0.034949642400438,0.19196221497554,0.657688725171879,0.0118212025766187,0,0.0239952768719425,0.215957491847483,0.0479905537438851,0.0223289382002799,0.539722334783907,0,0,0.0247335930833869,0,0,0,0,0.222602337750482,0.0255187865146056,0,0.04593381572629,0.0223289382002799,0,0,0.215957491847483,0,0.197666010297559,0,0.0123667965416935,0,0.0239952768719425,0,0.0452868605752155,0.371926791515109,0,0.28991014843642,0.023299761600292,0.0247335930833869,0,0.615441359145214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.768378167480219,1,0.64307342016806,0.233844880061113,0.574172696578625,0.703361553308816,0.679302908628232,0.740044808923561,0.704907402876527,0.664043205608323,0.146153050038195,0.737953105110888,0.678241497833501,0.678241497833501,0.687155065905387,0.778322988695469,0.724775371091051,0.713268054059644,0.791281747472418,0.721093357173744,0.683265508928564,0.658886700991865,0.700490689825922,0.696662871848732,0.677523781962777,0.677523781962777,0.78087486734693,0.803841775210075,0.803841775210075,0.663488449379744,0.676247842637047,0.672064435011702,0.143971661231655,0.694846280266336,0.667597406530401,0.703361553308816,0.68017380979314,0.690801525571158,0.669868146008396,0.676247842637047,0.711597637071214,0.698419903051377,0.677748947726142,0.697450952020506,0.171310542257885,0.717274199418221,0.694226987681428,0.68900723589435,0.667597406530401,0.779846498338132,0.14495507421821,0,0,0.207890114278468,0.803841775210075,0.163098331202044,0.155582279072918,0,0.140353325830331,0.602881331407556,0,0,0,0.175840388327204,0,0,0.527896091182736,0,0,0,0,0,0,0,0.175840388327204,0.0131777340198373,0,0,0,0,0,0.160768355042015,0,0.147370992121847,0,0,0,0,0,0,0.351680776654408,0,0.258377713460381,0,0,0,0.657688725171879,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.678241497833501,0.64307342016806,1,0.482305065126045,0.722095154002271,0.510375730292111,0.47284810306475,0.723457597689067,0.494671861667738,0.491903175874822,0.318984831432569,0.724775371091051,0.479712027141496,0.514961137243954,0.540287094813329,0.613099659058532,0.714526022408955,0.527896091182736,0.612450876350533,0.510375730292111,0.476855290378858,0.592998030892678,0.5237150959702,0.519405454751125,0.496490508217987,0.543442326902586,0.608971041825814,0.608623058373342,0.635294306214414,0.479712027141496,0.472097550520203,0.476855290378858,0.35863709970911,0.451279593100393,0.429639569508833,0.523135123549414,0.540081192719269,0.503900814310793,0.599881921798563,0.509099790966381,0.484856943777505,0.489841081768639,0.504371309935733,0.499356254297168,0.395332020595119,0.544537976755212,0.508311710794606,0.484856943777505,0.48757615873398,0.701766629151653,0.316265616476095,0.131777340198373,0.0989343723335477,0.401920887605037,0.583433546523441,0.347931514643167,0.308139347163862,0.148401558500322,0.333903506625723,0.609363926368928,0.146153050038195,0.123667965416935,0.155582279072918,0.364240804392065,0.158132808238048,0.151448450401898,0.694226987681428,0,0.129651899227431,0.153112719087633,0.14495507421821,0.155582279072918,0.100480221901259,0.090756329459202,0.377562045932005,0.187563080882351,0,0.146153050038195,0.128148688801606,0.119976384359713,0,0.35863709970911,0.108995494943739,0.346483523797446,0.0937815404411754,0.171310542257885,0,0.171310542257885,0.152452750470876,0.160768355042015,0.552641220456927,0.11649880800146,0.401920887605037,0.182691312547744,0.114834539315725,0.102075146058422,0.505642406986983,0.133973629201679,0,0.133973629201679,0,0,0,0,0,0,0,0.0236424051532375,0,0.114834539315725,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.150720332851889,0,0,0,0,0,0,0,0,0.105421872158698,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.282049745687746,0.233844880061113,0.482305065126045,1,0.561172560052316,0.149868805547641,0.140353325830331,0.292306100076391,0.116922440030556,0.15512736012826,0.640096228408023,0.333670170841918,0.0772924783855841,0.160768355042015,0.141024872843873,0.204900844661392,0.346483523797446,0.133973629201679,0.214357806722687,0.171310542257885,0.110331224048442,0.28370886183885,0.129188856730191,0.151668259473599,0.141024872843873,0.163493242415608,0.221749455230365,0.204150292116844,0.216418939479636,0.141854430919425,0.147370992121847,0.146153050038195,0.665248365691096,0.123667965416935,0.110331224048442,0.133973629201679,0.129188856730191,0.14495507421821,0.219229575057293,0.136501433526239,0.169229847412647,0.141854430919425,0.0747759790893093,0.108995494943739,0.686919335179519,0.141024872843873,0.149868805547641,0.157897491559122,0.154584956771168,0.288169692999838,0.654982187208209,0.431692805205411,0.336152015087849,0.729411981209142,0.170043452448285,0.710060234768899,0.619628035057766,0.467689760122225,0.672304030175699,0.31025472025652,0.521792029522329,0.476855290378858,0.490479727246825,0.692967047594892,0.488046792091831,0.495702428046213,0.555381590145143,0.22966907863145,0.47284810306475,0.535894516806717,0.453074455118406,0.470171604368157,0.416275205019503,0.394040085887292,0.746424505552212,0.56566643440709,0.0143543174144656,0.46538208038478,0.471217592364527,0.488046792091831,0.25886430049138,0.662816902366202,0.432837878959271,0.68900723589435,0.416275205019503,0.496920370129864,0.257836041105118,0.545464061749694,0.506122599206344,0.51772860098276,0.62845811516424,0.434865222654631,0.71646766920898,0.526150980137504,0.453074455118406,0.470171604368157,0.138593409518978,0.4593381572629,0.238175340802985,0.473692474677366,0,0.0282049745687746,0,0.0148859588001866,0,0,0,0.332624182845548,0,0.492148025638821,0,0,0.0401920887605038,0,0.0151668259473599,0,0,0,0,0.0910009556841594,0,0,0,0,0,0,0,0.46538208038478,0,0,0,0,0,0.216418939479636,0,0,0.423843845110767,0,0,0,0.0342060329876628,0,0.0148859588001866,0,0,0,0.186606126388053,0,0.0148859588001866,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.556505844376206,0.574172696578625,0.722095154002271,0.561172560052316,1,0.383370692792497,0.395922068387052,0.599475222190564,0.38936085986738,0.407919706823023,0.326986484831217,0.63253123295219,0.38936085986738,0.446578764005597,0.421687488634793,0.510375730292111,0.583433546523441,0.38936085986738,0.518607596909726,0.421059977490992,0.382781797719083,0.46538208038478,0.42627972927807,0.401920887605037,0.420471082417578,0.425563292758275,0.527109360793492,0.516755426920762,0.561413303321322,0.382154286575281,0.351680776654408,0.382154286575281,0.450638570951103,0.382154286575281,0.361728798844534,0.401920887605037,0.395541190976386,0.395737489334191,0.479712027141496,0.408509754614956,0.381484232303086,0.434865222654631,0.417997723109239,0.40774582800511,0.422357542906989,0.395541190976386,0.419917345258994,0.38936085986738,0.408300584233689,0.572432779316265,0.34262108451577,0.244023396045916,0.204150292116844,0.455510339285709,0.488046792091831,0.414100308441554,0.355798818535607,0.165872112344936,0.371003896250804,0.482305065126045,0.216909685374147,0.197868744667095,0.226080499277834,0.464721026293325,0.194477848841147,0.215957491847483,0.803841775210075,0.0277186819037957,0.233373418609377,0.233373418609377,0.231615426755445,0.255187865146056,0.170511891711228,0.180171432374672,0.495702428046213,0.316265616476095,0.0143543174144656,0.179964576539569,0.192469157444666,0.188400416064861,0.0922441381388611,0.357263011204478,0.250376946376909,0.38806154665314,0.190742116151543,0.267947258403358,0.0803841775210075,0.250376946376909,0.286113174227315,0.222602337750482,0.527109360793492,0.18373526290516,0.443498910460731,0.233373418609377,0.184488276277722,0.181512658918404,0.38852352468487,0.227955130283454,0.0790664041190238,0.255187865146056,0,0.0251200554753148,0,0,0,0,0,0.0730765250190977,0,0.248460185064932,0,0,0.0354636077298562,0,0.0263554680396746,0,0,0,0,0.0692967047594892,0,0,0,0,0,0,0,0.288880637966121,0,0,0,0,0,0.0527109360793492,0,0,0.197434821981422,0,0,0,0.0143543174144656,0,0.0239952768719425,0,0,0,0.0510375730292111,0,0.0129651899227431,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.671867752414391,0.703361553308816,0.510375730292111,0.149868805547641,0.383370692792497,1,0.803841775210075,0.60597303054298,0.803841775210075,0.780542013609783,0.126317993247297,0.593606234001286,0.803841775210075,0.803841775210075,0.791474978668381,0.703361553308816,0.623877198670506,0.792358321278502,0.718585829354461,0.792358321278502,0.803841775210075,0.674189875982643,0.803841775210075,0.803841775210075,0.803841775210075,0.781512837009795,0.721093357173744,0.707380762184866,0.694226987681428,0.791474978668381,0.803841775210075,0.791082381952772,0.0742007792501608,0.803841775210075,0.803841775210075,0.803841775210075,0.792020572633456,0.803841775210075,0.719858306158276,0.803841775210075,0.791281747472418,0.803841775210075,0.773508123315355,0.803841775210075,0.160768355042015,0.792191894409929,0.792979048518047,0.803841775210075,0.803841775210075,0.652393324808177,0.136034761958628,0,0,0.153112719087633,0.710060234768899,0.101895436294235,0.163280360589546,0,0.119976384359713,0.599881921798563,0,0,0,0.104848927201314,0,0,0.371003896250804,0,0,0,0,0,0,0,0.123667965416935,0,0,0,0,0,0,0.139798569601752,0,0.129651899227431,0,0,0,0,0,0,0.239952768719425,0,0.187563080882351,0,0,0,0.778322988695469,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.636374738707976,0.679302908628232,0.47284810306475,0.140353325830331,0.395922068387052,0.803841775210075,1,0.594143920807447,0.803841775210075,0.781198344922467,0.104848927201314,0.570844159207155,0.803841775210075,0.803841775210075,0.792020572633456,0.683865390850362,0.594143920807447,0.792830244042814,0.700490689825922,0.792830244042814,0.803841775210075,0.667807013251447,0.803841775210075,0.803841775210075,0.803841775210075,0.783230447640586,0.69807312057717,0.69807312057717,0.66198734429065,0.792358321278502,0.803841775210075,0.792020572633456,0.068900723589435,0.803841775210075,0.803841775210075,0.803841775210075,0.792520060066271,0.803841775210075,0.704737994704723,0.803841775210075,0.780542013609783,0.803841775210075,0.777047049369739,0.803841775210075,0.141854430919425,0.792191894409929,0.792979048518047,0.803841775210075,0.803841775210075,0.640743444008031,0.118212025766187,0,0,0.133973629201679,0.717274199418221,0.0846149237063237,0.123667965416935,0,0.0931990464011681,0.586587241369514,0,0,0,0.101895436294235,0,0,0.380195434220981,0,0,0,0,0,0,0,0.103351085384152,0,0,0,0,0,0,0.124538866581843,0,0.119976384359713,0,0,0,0,0,0,0.267947258403358,0,0.153112719087633,0,0,0,0.78087486734693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.764946205441846,0.740044808923561,0.723457597689067,0.292306100076391,0.599475222190564,0.60597303054298,0.594143920807447,1,0.628001386882871,0.618339827084673,0.204366553019511,0.790444412289907,0.582092319979709,0.616278694327724,0.667807013251447,0.692967047594892,0.803841775210075,0.645509304335363,0.727285415666258,0.64307342016806,0.595951660931607,0.662816902366202,0.599881921798563,0.606406953228653,0.596791620989298,0.631589966236487,0.690801525571158,0.733942490409199,0.75512409186401,0.599475222190564,0.599691483093231,0.595951660931607,0.220408228686633,0.58852701399309,0.592304465944266,0.626724095926499,0.648259496137157,0.599691483093231,0.678241497833501,0.623670342835403,0.63253123295219,0.592998030892678,0.626996584663858,0.608971041825814,0.217990989887478,0.656470783088228,0.608971041825814,0.609363926368928,0.602881331407556,0.777911395364589,0.187563080882351,0.0272488737359347,0,0.22966907863145,0.717715870723281,0.19196221497554,0.210843744317397,0.0382781797719083,0.191390898859542,0.622329116291671,0.0618339827084673,0.0365382625095489,0.0388955697682294,0.231408995893809,0.0388955697682294,0.0359929153079138,0.609363926368928,0,0.0415780228556935,0.0395332020595119,0.0263554680396746,0.0544977474718695,0.0255187865146056,0.0136244368679674,0.267947258403358,0.0681221843398369,0,0.0494671861667738,0.047284810306475,0.0263554680396746,0,0.220408228686633,0.0136244368679674,0.207890114278468,0.0143543174144656,0.0717715870723281,0,0.0376800832129723,0.0401920887605038,0.0591060128830937,0.368976552555444,0.0239952768719425,0.267947258403358,0.0618339827084673,0.0527109360793492,0.0133973629201679,0.602881331407556,0.0388955697682294,0,0.0388955697682294,0,0,0,0,0,0,0,0.0121794208365163,0,0.0141024872843873,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0382781797719083,0,0,0,0,0,0,0,0,0.0138593409518978,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.652393324808177,0.704907402876527,0.494671861667738,0.116922440030556,0.38936085986738,0.803841775210075,0.803841775210075,0.628001386882871,1,0.791844136774104,0.0989343723335477,0.568872640917899,0.803841775210075,0.803841775210075,0.803841775210075,0.703361553308816,0.614702533984175,0.792677306109935,0.717274199418221,0.791844136774104,0.803841775210075,0.672064435011702,0.803841775210075,0.803841775210075,0.803841775210075,0.792979048518047,0.722292609609053,0.716939961673851,0.68900723589435,0.803841775210075,0.803841775210075,0.803841775210075,0.0487176833460651,0.803841775210075,0.803841775210075,0.803841775210075,0.803841775210075,0.803841775210075,0.707860667722305,0.803841775210075,0.77872171973476,0.803841775210075,0.772924783855841,0.803841775210075,0.114834539315725,0.803841775210075,0.792358321278502,0.803841775210075,0.803841775210075,0.645509304335363,0.111301168875241,0,0,0.0937815404411754,0.713085445750873,0.0770807181708291,0.114834539315725,0,0.106390823189569,0.602881331407556,0,0,0,0.085255945855614,0,0,0.372796185604672,0,0,0,0,0,0,0,0.0974353666921303,0,0,0,0,0,0,0.113040249638917,0,0.0974353666921303,0,0,0,0,0,0,0.263948045591368,0,0.149868805547641,0,0,0,0.791082381952772,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0.638344939137412,0.664043205608323,0.491903175874822,0.15512736012826,0.407919706823023,0.780542013609783,0.781198344922467,0.618339827084673,0.791844136774104,1,0.158332470874712,0.577761275932241,0.779482933537042,0.792358321278502,0.792191894409929,0.650729056122442,0.618339827084673,0.781198344922467,0.66198734429065,0.768892132809637,0.790876585287332,0.687155065905387,0.78087486734693,0.779108182126688,0.78087486734693,0.803841775210075,0.675693086408469,0.671703401202939,0.66198734429065,0.803841775210075,0.791662354373559,0.803841775210075,0.0959811074877701,0.791281747472418,0.791281747472418,0.791662354373559,0.803841775210075,0.780542013609783,0.733942490409199,0.803841775210075,0.754374589043301,0.791281747472418,0.788955816409888,0.781198344922467,0.19196221497554,0.803841775210075,0.770348367909655,0.780542013609783,0.791082381952772,0.629093563207885,0.160768355042015,0,0,0.188400416064861,0.674189875982643,0.110115311672613,0.185501948125402,0,0.160768355042015,0.611879560234535,0,0,0,0.11649880800146,0.0123667965416935,0,0.384446066404818,0,0,0,0,0,0,0,0.133973629201679,0,0,0.0113217151438039,0,0,0,0.17474821200219,0,0.136034761958628,0,0,0,0.0119976384359713,0,0.0113217151438039,0.330993672145325,0,0.20744303876389,0,0,0,0.803841775210075,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
