"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44","V45","V46","V47","V48","V49","V50","V51","V52","V53","V54","V55","V56","V57","V58","V59","V60","V61","V62","V63","V64","V65","V66","V67","V68","V69","V70","V71","V72","V73","V74","V75","V76","V77","V78","V79","V80","V81","V82","V83","V84","V85","V86","V87","V88","V89","V90","V91","V92","V93","V94","V95","V96","V97","V98","V99","V100","V101","V102","V103","V104","V105","V106","V107","V108","V109","V110","V111","V112","V113","V114","V115","V116","V117","V118","V119","V120","V121","V122","V123","V124","V125","V126","V127","V128","V129","V130","V131","V132","V133","V134","V135","V136","V137","V138","V139","V140","V141","V142","V143","V144","V145","V146","V147","V148","V149","V150","V151","V152","V153","V154","V155","V156","V157","V158","V159","V160","V161","V162","V163","V164","V165","V166","V167","V168","V169","V170","V171","V172","V173","V174","V175","V176","V177","V178","V179","V180","V181","V182","V183","V184","V185","V186","V187","V188","V189","V190","V191","V192","V193","V194","V195","V196","V197","V198","V199","V200","V201","V202","V203","V204","V205","V206","V207","V208","V209","V210","V211","V212","V213","V214","V215","V216","V217","V218","V219","V220","V221","V222","V223","V224","V225","V226","V227","V228","V229","V230","V231","V232","V233","V234","V235","V236","V237","V238","V239","V240","V241","V242","V243","V244","V245","V246","V247","V248","V249","V250","V251","V252","V253","V254","V255","V256","V257","V258","V259","V260","V261","V262","V263","V264","V265","V266","V267","V268","V269","V270","V271","V272","V273","V274","V275","V276","V277","V278","V279","V280","V281","V282","V283","V284","V285","V286","V287","V288","V289","V290","V291","V292","V293","V294","V295","V296","V297","V298","V299","V300"
"1",1,0.646246271954494,0.770517256702282,0.780848586701318,0.782469277001653,0.66836270637931,0.79378385621839,0.792133577931034,0.770989387374281,0.694303724663438,0.781191515373563,0.689580570073891,0.769531940517241,0.793017655584975,0.781524646083743,0.804510665086206,0.75853862708128,0.0111737592373084,0.686200273161764,0.793017655584975,0.792503043219248,0.76679922766029,0.804510665086206,0.67436923396932,0.792851090229885,0.78276713359739,0.804510665086206,0.681599313475814,0.804510665086206,0.804510665086206,0.783057047350574,0.670425554238505,0.698031312354208,0.783339331794464,0.648411580815748,0.696442068283582,0.687914916522988,0.716345112747992,0.577887942526712,0.804510665086206,0.783057047350574,0.724059598577586,0.555225670270762,0.57131916795977,0.643608532068965,0.75853862708128,0.396891928109195,0.698031312354208,0.780848586701318,0.75718650831643,0.180114328004375,0,0.143269022549598,0.013635773984512,0,0.207222444037356,0.623212487038611,0.195381161520936,0.192629314175571,0.209393186803259,0.192121949871333,0,0.194639677036985,0.169967041919621,0,0.0105856666458711,0.186553197701149,0.165310410634152,0.581035480340038,0.165310410634152,0.253475962972366,0,0,0.189296627079107,0,0.178780147796935,0,0,0,0.21230142550886,0.0114930095012315,0.182843332974138,0.21529158643152,0,0.177619237746305,0.185656307327586,0.594100183448276,0.0116595748563218,0,0.0108717657444082,0.0118310391924442,0.0113311361279747,0,0.191550158353859,0.163234047988506,0.203809368488506,0,0.0118310391924442,0.181298178047596,0.793638899341798,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0120076218669583,0,0,0,0,0,0,0,0,0,0,0,0,0.0118310391924442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"2",0.646246271954494,1,0.670425554238505,0.691596887530248,0.658235998706896,0.804510665086206,0.633057572526851,0.663368443141258,0.681788699225599,0.804510665086206,0.635139998752268,0.747045617580049,0.675214308197352,0.635139998752268,0.679672803262485,0.655527208588761,0.574650475061576,0.013635773984512,0.804510665086206,0.663368443141258,0.628981065431034,0.587911639870689,0.643608532068965,0.790639791550237,0.663368443141258,0.670425554238505,0.646481784444273,0.791102154001436,0.643608532068965,0.635139998752268,0.691376352808459,0.791102154001436,0.804510665086206,0.663368443141258,0.789331218575146,0.775778141333128,0.804510665086206,0.737468109662356,0.675214308197352,0.640881377272063,0.699001069665064,0.762167998502722,0.679672803262485,0.670425554238505,0.774151772064085,0.572702507349503,0.18855718712958,0.747045617580049,0.71674586525862,0.574650475061576,0.151794465110605,0,0.0818146439070718,0.0174893622844827,0,0.117019733103448,0.4241965325,0.182153358132726,0.282284443889897,0.214536177356322,0.245443931721216,0,0.110423032462813,0.184641791986998,0,0.0141142221944948,0.131647199741379,0.141142221944948,0.677482665335753,0.186761404395012,0.362029799288793,0,0,0.114930095012315,0,0.114930095012315,0,0,0,0.208063103039536,0.0141142221944948,0.114930095012315,0.277921866120689,0,0.123770871551724,0.108299512607759,0.698254539508783,0.0143662618765394,0,0.013635773984512,0.0143662618765394,0.0134085110847701,0,0.197332804643786,0.245443931721216,0.129759784691324,0,0.0148983456497446,0.172395142518473,0.638060182654577,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0151794465110605,0,0,0,0,0,0,0,0,0,0,0,0,0.0148983456497446,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"3",0.770517256702282,0.670425554238505,1,0.804510665086206,0.780131554022988,0.685812370237422,0.75853862708128,0.749967569148158,0.804510665086206,0.720457312017498,0.739630772740544,0.66836270637931,0.804510665086206,0.744472555751415,0.804510665086206,0.764944566803278,0.716517311092402,0,0.700702837333147,0.780131554022988,0.751755867375635,0.710651087492816,0.769017547508874,0.676810559516967,0.767379403620689,0.792851090229885,0.792321109554597,0.719183776364942,0.765582729678809,0.75718650831643,0.804510665086206,0.696442068283582,0.715120591187739,0.792851090229885,0.670425554238505,0.719183776364942,0.715120591187739,0.75718650831643,0.59728822104885,0.779369706802262,0.804510665086206,0.719183776364942,0.579720920429766,0.581723096293103,0.682615109770115,0.717871054999999,0.328602947711267,0.693116880689655,0.804510665086206,0.716517311092402,0.1440914624035,0,0.106479352731998,0,0,0.163629287814144,0.519837660517241,0.171453092559355,0.207222444037356,0.174893622844827,0.138275270561692,0,0.147493621932471,0.136147958706896,0,0,0.138275270561692,0.136147958706896,0.603382998814655,0.130141431116886,0.22478974465644,0,0,0.14627466637931,0,0.120076218669583,0,0,0,0.168106706137416,0,0.140470116126163,0.177465587886663,0,0.134085110847701,0.149993513829632,0.589974487729885,0,0,0,0,0,0,0.155256444139443,0.158464221910919,0.163234047988506,0,0,0.14627466637931,0.745355469123985,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"4",0.780848586701318,0.691596887530248,0.804510665086206,1,0.791534686617074,0.697242576408046,0.75718650831643,0.764285131831896,0.804510665086206,0.727890601744663,0.750876620747126,0.672623670809779,0.804510665086206,0.753430622858511,0.804510665086206,0.775778141333128,0.71367881580228,0.0123770871551724,0.712189769092707,0.777239117117182,0.761411879456588,0.722696021179135,0.780131554022988,0.702350580630815,0.778558708147942,0.804510665086206,0.804510665086206,0.717871054999999,0.778133266230921,0.766200633415435,0.804510665086206,0.703946831950431,0.72537846852035,0.791940185944234,0.660848046320812,0.72537846852035,0.724059598577586,0.755002316465517,0.596895009580089,0.791534686617074,0.804510665086206,0.726654794271412,0.570943052641824,0.559066733364991,0.674750880394883,0.71367881580228,0.300190546673958,0.699001069665064,0.804510665086206,0.710651087492816,0.149993513829632,0,0.120076218669583,0.0148983456497446,0,0.160902133017241,0.519039138765294,0.158264393131713,0.181663698567853,0.168687720098721,0.147493621932471,0,0.148983456497446,0.153240126683087,0,0.012570479141972,0.149993513829632,0.14507569370407,0.589974487729885,0.136147958706896,0.242630200581554,0,0,0.114930095012315,0,0.118698294848785,0,0,0,0.175986707987608,0.0129759784691324,0.147493621932471,0.191550158353859,0,0.141972470309331,0.141142221944948,0.592797332168784,0.0134085110847701,0,0.012570479141972,0.0131886994276427,0.0129759784691324,0,0.148983456497446,0.116783806222191,0.173279220172414,0,0.0134085110847701,0.150845749703664,0.753430622858511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0134085110847701,0,0,0,0,0,0,0,0,0,0,0,0,0.0138708735359691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"5",0.782469277001653,0.658235998706896,0.780131554022988,0.791534686617074,1,0.676810559516967,0.770031636582512,0.778133266230921,0.78049542135229,0.706994220833333,0.770031636582512,0.672426824549665,0.780131554022988,0.768487799485331,0.792321109554597,0.791102154001436,0.74356288742816,0.0116595748563218,0.691376352808459,0.757872365660919,0.778133266230921,0.738567167947993,0.793017655584975,0.682615109770115,0.792133577931034,0.804510665086206,0.804510665086206,0.712566589076354,0.791940185944234,0.781848392830257,0.781848392830257,0.691199303806459,0.720457312017498,0.804510665086206,0.657017043153735,0.716517311092402,0.70844969015054,0.734553215948275,0.600381093347915,0.804510665086206,0.781191515373563,0.705493967844827,0.576365849613999,0.596895009580089,0.66836270637931,0.745355469123985,0.346386536356561,0.680739793534482,0.792133577931034,0.74356288742816,0.160902133017241,0,0.126423104513547,0.013635773984512,0,0.181663698567853,0.603382998814655,0.185656307327586,0.177465587886663,0.201127666271552,0.181663698567853,0,0.177265061798656,0.160902133017241,0,0.0111737592373084,0.173279220172414,0.156099084270458,0.615214038007099,0.156099084270458,0.244851071982758,0,0,0.160902133017241,0,0.165634548694219,0,0,0,0.204129571738291,0.0120076218669583,0.175986707987608,0.201127666271552,0,0.165310410634152,0.178780147796935,0.596895009580089,0.0123770871551724,0,0.0114930095012315,0.0121895555316092,0.0120076218669583,0,0.194192229503567,0.170653777442529,0.198212772557471,0,0.0121895555316092,0.174893622844827,0.770031636582512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0123770871551724,0,0,0,0,0,0,0,0,0,0,0,0,0.0123770871551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"6",0.66836270637931,0.804510665086206,0.685812370237422,0.697242576408046,0.676810559516967,1,0.643608532068965,0.665801929726516,0.691376352808459,0.804510665086206,0.672623670809779,0.779369706802262,0.685812370237422,0.641094436240571,0.689580570073891,0.680739793534482,0.5874204856185,0.0131886994276427,0.804510665086206,0.689580570073891,0.630200020984195,0.610318435582639,0.662538194776876,0.791321965658564,0.681788699225599,0.680739793534482,0.666235394524515,0.804510665086206,0.666235394524515,0.664040548960043,0.69957449137931,0.791940185944234,0.804510665086206,0.672623670809779,0.791102154001436,0.777693642916666,0.804510665086206,0.731373331896551,0.689580570073891,0.651270538403119,0.693116880689655,0.791534686617074,0.694804665301724,0.681788699225599,0.777239117117182,0.589974487729885,0.218367180523399,0.764285131831896,0.726654794271412,0.609870988049221,0.174310644102011,0,0.111393784396552,0.0151794465110605,0,0.147493621932471,0.457738826686979,0.218172383752192,0.306480253366174,0.255980666163793,0.255400211138478,0,0.143662618765394,0.201127666271552,0,0.0121895555316092,0.142735763160456,0.142735763160456,0.691376352808459,0.198033394482759,0.383100316707717,0,0,0.12570479141972,0,0.127700105569239,0,0,0,0.246543590913515,0.0129759784691324,0.158028880641933,0.289121020265355,0,0.14627466637931,0.15257960889566,0.712189769092707,0.013635773984512,0,0.012570479141972,0.0129759784691324,0.0121895555316092,0,0.227691697665907,0.268170221695402,0.170653777442529,0,0.0129759784691324,0.207615655506118,0.650707155584432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.013635773984512,0,0,0,0,0,0,0,0,0,0,0,0,0.0141142221944948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"7",0.79378385621839,0.633057572526851,0.75853862708128,0.75718650831643,0.770031636582512,0.643608532068965,1,0.804510665086206,0.759186120574307,0.670425554238505,0.78049542135229,0.660419202682707,0.756480177618373,0.804510665086206,0.75853862708128,0.804510665086206,0.770031636582512,0.0113311361279747,0.66836270637931,0.781524646083743,0.804510665086206,0.778558708147942,0.804510665086206,0.658235998706896,0.792503043219248,0.770517256702282,0.793017655584975,0.664595766810344,0.792503043219248,0.793179528958232,0.771895367852982,0.648078035763888,0.67436923396932,0.771895367852982,0.638500527846195,0.66836270637931,0.66836270637931,0.702530439934434,0.544227802852434,0.793179528958232,0.770517256702282,0.701073579575123,0.517185427555418,0.540342984013124,0.624396337081832,0.768487799485331,0.402255332543103,0.680739793534482,0.75575244295977,0.769531940517241,0.158464221910919,0,0.135973633535697,0.0141142221944948,0,0.198033394482759,0.586143484562807,0.183888152019704,0.151574473132184,0.189953907034243,0.173279220172414,0,0.187719155186781,0.158635905791646,0,0.0113311361279747,0.168106706137416,0.163234047988506,0.555225670270762,0.14940912351601,0.21230142550886,0,0,0.172395142518473,0,0.172395142518473,0,0,0,0.201127666271552,0.0120076218669583,0.160902133017241,0.186553197701149,0,0.169370666333938,0.158464221910919,0.548529998922413,0.0121895555316092,0,0.0118310391924442,0.0116595748563218,0.0116595748563218,0,0.184641791986998,0.151574473132184,0.187351798718706,0,0.0123770871551724,0.174893622844827,0.804510665086206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.012570479141972,0,0,0,0,0,0,0,0,0,0,0,0,0.0121895555316092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"8",0.792133577931034,0.663368443141258,0.749967569148158,0.764285131831896,0.778133266230921,0.665801929726516,0.804510665086206,1,0.754228748518318,0.702350580630815,0.791102154001436,0.683834065323275,0.751755867375635,0.804510665086206,0.765582729678809,0.804510665086206,0.778133266230921,0.0127700105569239,0.683834065323275,0.765582729678809,0.804510665086206,0.789883198448275,0.804510665086206,0.670425554238505,0.804510665086206,0.779756490775862,0.791740654529282,0.703946831950431,0.791534686617074,0.791740654529282,0.768487799485331,0.670425554238505,0.710651087492816,0.778133266230921,0.660848046320812,0.670425554238505,0.699001069665064,0.703946831950431,0.561880464504652,0.791102154001436,0.75575244295977,0.716517311092402,0.540736676533352,0.572702507349503,0.638060182654577,0.778558708147942,0.366762214965771,0.695424473210111,0.76360334313267,0.777693642916666,0.166450482431629,0,0.109705999784483,0.0148983456497446,0,0.190157066293103,0.589974487729885,0.166450482431629,0.163416228845636,0.181663698567853,0.168687720098721,0,0.14627466637931,0.150845749703664,0,0.012570479141972,0.168687720098721,0.160902133017241,0.567114075388637,0.147493621932471,0.213698145413524,0,0,0.155711741629588,0,0.163416228845636,0,0,0,0.178780147796935,0.0129759784691324,0.169370666333938,0.194192229503567,0,0.153803509501775,0.166450482431629,0.564568887779794,0.013635773984512,0,0.0129759784691324,0.0134085110847701,0.0131886994276427,0,0.178780147796935,0.14507569370407,0.177465587886663,0,0.0131886994276427,0.168687720098721,0.804510665086206,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0131886994276427,0,0,0,0,0,0,0,0,0,0,0,0,0.013635773984512,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"9",0.770989387374281,0.681788699225599,0.804510665086206,0.804510665086206,0.78049542135229,0.691376352808459,0.759186120574307,0.754228748518318,1,0.725192712190383,0.75575244295977,0.682615109770115,0.804510665086206,0.746212790804597,0.804510665086206,0.764285131831896,0.716517311092402,0.0116595748563218,0.709862351546653,0.781191515373563,0.754228748518318,0.729087790234375,0.770031636582512,0.694804665301724,0.769531940517241,0.793179528958232,0.793017655584975,0.715120591187739,0.76679922766029,0.759815628136973,0.804510665086206,0.703946831950431,0.716517311092402,0.792503043219248,0.664040548960043,0.739630772740544,0.719183776364942,0.751582331856851,0.609477776580459,0.780131554022988,0.804510665086206,0.727365806790269,0.597636494064039,0.578242040530711,0.684434446416623,0.717871054999999,0.363682903395134,0.70844969015054,0.804510665086206,0.719183776364942,0.182843332974138,0,0.158635905791646,0.0141142221944948,0,0.194639677036985,0.585098665517241,0.18855718712958,0.222787568793103,0.201127666271552,0.185656307327586,0,0.171453092559355,0.174893622844827,0,0.0116595748563218,0.182843332974138,0.168106706137416,0.615214038007099,0.168106706137416,0.279829796551724,0,0,0.153803509501775,0,0.14940912351601,0,0,0,0.209872347413793,0.0120076218669583,0.170653777442529,0.218367180523399,0,0.173948251910531,0.187719155186781,0.615953477956627,0.0123770871551724,0,0.0113311361279747,0.0114930095012315,0.0116595748563218,0,0.175986707987608,0.185656307327586,0.198372492760982,0,0.0120076218669583,0.177465587886663,0.746212790804597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118310391924442,0,0,0,0,0,0,0,0,0,0,0,0,0.0118310391924442,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"10",0.694303724663438,0.804510665086206,0.720457312017498,0.727890601744663,0.706994220833333,0.804510665086206,0.670425554238505,0.702350580630815,0.725192712190383,1,0.686200273161764,0.768487799485331,0.721693390739097,0.652936191954023,0.711234066235632,0.709060247194622,0.606477270603448,0.0116595748563218,0.804510665086206,0.712566589076354,0.66177490192575,0.635822944987486,0.687914916522988,0.792321109554597,0.720457312017498,0.713861576062408,0.694804665301724,0.804510665086206,0.693116880689655,0.679868167678484,0.728408304875349,0.792851090229885,0.804510665086206,0.709862351546653,0.791321965658564,0.780131554022988,0.804510665086206,0.748641868899664,0.687914916522988,0.691199303806459,0.725192712190383,0.792503043219248,0.689580570073891,0.678805873666487,0.780131554022988,0.627045077199543,0.253475962972366,0.779369706802262,0.74356288742816,0.627045077199543,0.181663698567853,0,0.145258870085009,0.0138708735359691,0,0.175986707987608,0.463203110201149,0.217090179467706,0.283944940618661,0.268170221695402,0.231601555100575,0,0.160902133017241,0.212958705463996,0,0.0113311361279747,0.180114328004375,0.156099084270458,0.684434446416623,0.221531922270115,0.374703597437411,0,0,0.1440914624035,0,0.145258870085009,0,0,0,0.236620783848884,0.0120076218669583,0.153803509501775,0.272113901426217,0,0.171628941885057,0.181663698567853,0.700702837333147,0.0118310391924442,0,0.0118310391924442,0.0121895555316092,0.0116595748563218,0,0.259079705705727,0.260282862233773,0.179956332979809,0,0.0118310391924442,0.198212772557471,0.664595766810344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0118310391924442,0,0,0,0,0,0,0,0,0,0,0,0,0.0123770871551724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
